unit_id,target,model,metric,value
48,target_export,flowstate,smape,95.4475326538086
48,target_import,flowstate,mae,1182.177490234375
48,target_import,flowstate,mse,2807458.75
48,target_import,flowstate,rmse,1675.5472986460275
48,target_import,flowstate,mape,43.20094299316406
48,target_import,flowstate,smape,27.010217666625977
49,target_export,flowstate,mae,38.45466232299805
49,target_export,flowstate,mse,10432.1904296875
49,target_export,flowstate,rmse,102.1380948994424
49,target_export,flowstate,mape,229.74093627929688
49,target_export,flowstate,smape,99.44203186035156
49,target_import,flowstate,mae,139.25665283203125
49,target_import,flowstate,mse,38208.27734375
49,target_import,flowstate,rmse,195.46937699739567
49,target_import,flowstate,mape,38.45436477661133
49,target_import,flowstate,smape,26.719358444213867
50,target_export,flowstate,mae,9.155445098876953
50,target_export,flowstate,mse,201.90771484375
50,target_export,flowstate,rmse,14.209423452193619
50,target_export,flowstate,mape,63.001590728759766
50,target_export,flowstate,smape,80.94027709960938
50,target_import,flowstate,mae,4.312725067138672
50,target_import,flowstate,mse,25.88289451599121
50,target_import,flowstate,rmse,5.087523416751142
50,target_import,flowstate,mape,250.248046875
50,target_import,flowstate,smape,72.38829803466797
51,target_export,flowstate,mae,86.8248519897461
51,target_export,flowstate,mse,16067.875
51,target_export,flowstate,rmse,126.75912195972327
51,target_export,flowstate,mape,99.91314697265625
51,target_export,flowstate,smape,90.97187042236328
51,target_import,flowstate,mae,9.608306884765625
51,target_import,flowstate,mse,144.6852264404297
51,target_import,flowstate,rmse,12.02851721703177
51,target_import,flowstate,mape,24.75197982788086
51,target_import,flowstate,smape,26.2536678314209
52,target_export,flowstate,mae,3252.212890625
52,target_export,flowstate,mse,21360872.0
52,target_export,flowstate,rmse,4621.782340180031
52,target_export,flowstate,mape,2693947.0
52,target_export,flowstate,smape,190.17872619628906
52,target_import,flowstate,mae,65.09805297851562
52,target_import,flowstate,mse,6126.46240234375
52,target_import,flowstate,rmse,78.27172160074001
52,target_import,flowstate,mape,109.06208801269531
52,target_import,flowstate,smape,46.647491455078125
53,target_export,flowstate,mae,27.16080665588379
53,target_export,flowstate,mse,1929.8023681640625
53,target_export,flowstate,rmse,43.92951591087776
53,target_export,flowstate,mape,187.43902587890625
53,target_export,flowstate,smape,85.78948974609375
53,target_import,flowstate,mae,7.946889400482178
53,target_import,flowstate,mse,108.4445571899414
53,target_import,flowstate,rmse,10.41367164788392
53,target_import,flowstate,mape,42.06795883178711
53,target_import,flowstate,smape,33.00941467285156
54,target_export,flowstate,mae,178.6790008544922
54,target_export,flowstate,mse,73194.0625
54,target_export,flowstate,rmse,270.54401213111333
54,target_export,flowstate,mape,51.8623161315918
54,target_export,flowstate,smape,71.84457397460938
54,target_import,flowstate,mae,29.95660400390625
54,target_import,flowstate,mse,1437.94189453125
54,target_import,flowstate,rmse,37.92020430497771
54,target_import,flowstate,mape,34.08816909790039
54,target_import,flowstate,smape,30.010217666625977
55,target_export,flowstate,mae,27.80375099182129
55,target_export,flowstate,mse,1620.0863037109375
55,target_export,flowstate,rmse,40.250295697186345
55,target_export,flowstate,mape,1600815.375
55,target_export,flowstate,smape,119.73346710205078
55,target_import,flowstate,mae,38.121280670166016
55,target_import,flowstate,mse,4819.12939453125
55,target_import,flowstate,rmse,69.41994954284576
55,target_import,flowstate,mape,94.21315002441406
55,target_import,flowstate,smape,32.932559967041016
56,target_export,flowstate,mae,315.7241516113281
56,target_export,flowstate,mse,298610.375
56,target_export,flowstate,rmse,546.4525368227327
56,target_export,flowstate,mape,2009.5360107421875
56,target_export,flowstate,smape,94.88520050048828
56,target_import,flowstate,mae,382.1651306152344
56,target_import,flowstate,mse,380475.59375
56,target_import,flowstate,rmse,616.827037142504
56,target_import,flowstate,mape,66.86839294433594
56,target_import,flowstate,smape,31.557241439819336
57,target_export,flowstate,mae,34.42852783203125
57,target_export,flowstate,mse,2828.954345703125
57,target_export,flowstate,rmse,53.18791541039304
57,target_export,flowstate,mape,1155.7532958984375
57,target_export,flowstate,smape,107.15379333496094
57,target_import,flowstate,mae,6.682671070098877
57,target_import,flowstate,mse,65.51300048828125
57,target_import,flowstate,rmse,8.094010161117989
57,target_import,flowstate,mape,34.94881057739258
57,target_import,flowstate,smape,28.0245418548584
58,target_export,flowstate,mae,171.9210205078125
58,target_export,flowstate,mse,67487.1875
58,target_export,flowstate,rmse,259.78296229737623
58,target_export,flowstate,mape,53.059776306152344
58,target_export,flowstate,smape,77.92765808105469
58,target_import,flowstate,mae,13.567591667175293
58,target_import,flowstate,mse,293.2073669433594
58,target_import,flowstate,rmse,17.123298950358816
58,target_import,flowstate,mape,30.985912322998047
58,target_import,flowstate,smape,26.435550689697266
59,target_export,flowstate,mae,43.655914306640625
59,target_export,flowstate,mse,4588.5908203125
59,target_export,flowstate,rmse,67.73913802457557
59,target_export,flowstate,mape,76.25285339355469
59,target_export,flowstate,smape,104.98546600341797
59,target_import,flowstate,mae,16.023752212524414
59,target_import,flowstate,mse,482.5711669921875
59,target_import,flowstate,rmse,21.967502520591353
59,target_import,flowstate,mape,226.369384765625
59,target_import,flowstate,smape,51.5861701965332
60,target_export,flowstate,mae,157.829833984375
60,target_export,flowstate,mse,66232.8984375
60,target_export,flowstate,rmse,257.357530368746
60,target_export,flowstate,mape,3743347.0
60,target_export,flowstate,smape,114.37844848632812
60,target_import,flowstate,mae,104.5216293334961
60,target_import,flowstate,mse,31248.759765625
60,target_import,flowstate,rmse,176.77318734928383
60,target_import,flowstate,mape,245.0348663330078
60,target_import,flowstate,smape,40.11207962036133
61,target_export,flowstate,mae,7.211452484130859
61,target_export,flowstate,mse,123.85818481445312
61,target_export,flowstate,rmse,11.129159214174857
61,target_export,flowstate,mape,235.78067016601562
61,target_export,flowstate,smape,108.0771484375
61,target_import,flowstate,mae,31.558984756469727
61,target_import,flowstate,mse,1031.1251220703125
61,target_import,flowstate,rmse,32.111137041068986
61,target_import,flowstate,mape,8770.091796875
61,target_import,flowstate,smape,147.95298767089844
62,target_export,flowstate,mae,20.303709030151367
62,target_export,flowstate,mse,889.6442260742188
62,target_export,flowstate,rmse,29.826904399790113
62,target_export,flowstate,mape,680.8683471679688
62,target_export,flowstate,smape,98.44002532958984
62,target_import,flowstate,mae,7.866907596588135
62,target_import,flowstate,mse,95.42471313476562
62,target_import,flowstate,rmse,9.768557372241084
62,target_import,flowstate,mape,63.451988220214844
62,target_import,flowstate,smape,46.054996490478516
63,target_export,flowstate,mae,23.33119773864746
63,target_export,flowstate,mse,1322.5926513671875
63,target_export,flowstate,rmse,36.36746693635931
63,target_export,flowstate,mape,263.8154602050781
63,target_export,flowstate,smape,96.77125549316406
63,target_import,flowstate,mae,11.259394645690918
63,target_import,flowstate,mse,224.8714141845703
63,target_import,flowstate,rmse,14.995713193595373
